Name,Day,Time,Video,Desc,Categories,Email,Phone
AA Women Listening to God,Wednesday,7:00 am,https://us02web.zoom.us/j/82053878126?pwd=bkRaN09zQTBnQS9NNkZxWXppZFJXQT09,"AA Women Listening to God is a closed women's 11th Step Meeting based on 2 way prayer and meditation. The format of the meeting is to read from the Big Book, 12 x 12, have 11 minutes of Meditation in silence while journaling, and then ladies may share what they have written.","Big Book,Chat,Closed,Discussion,Telephone,Video,Wednesday,Women",aawomenlisteningtogod@gmail.com,6169200084
AA-Alive,Wednesday,7:00 am,http://www.aa-alive.net/,Please note:  We do not verify attendance at meetings,"Chat,Discussion,Open,Steps / Traditions,Wednesday",Info@aa-alive.org,
How to Listen to God,Wednesday,7:00 am,https://us02web.zoom.us/j/89225779761?pwd=UUdRejFjZzRyaFJURGpZZzBkY3FRdz09#success,"Zoom Passcode, if any: 785570","Closed,Video,Wednesday,Women",howtolistentogod@gmail.com,
Little Yellow House,Wednesday,7:00 am,https://us02web.zoom.us/j/519797421?pwd=Skl1S2FkaGxpR2VsTEw0bkZacGpjZz09,"Zoom Passcode, if any: xyz32","Audio,Big Book,Open,Video,Wednesday",littleyellowhouseos@gmail.com,
"No Fees, No Dues",Wednesday,7:00 am,https://meet.jit.si/247recovery,"It is encouraged that a structured meeting begins 3 times a day, at 0700, 1500 and 2300. The meeting before the meeting and after the meeting can expand to fill the day :)","Audio,Closed,Telephone,Video,Wednesday",nofeesnodues@gmail.com,
On Awakening,Wednesday,7:00 am,https://zoom.us/j/622319760,"Zoom Passcode, if any: 12","Closed,Video,Wednesday",pastorvic@hotmail.com,13126266799
Peacemakers,Wednesday,7:00 am,https://us02web.zoom.us/j/6437691583,www.peacemakerspg.org and sign in that way.,"Big Book,Discussion,Open,Video,Wednesday",peacemakers33982@gmail.com,
The Lighthouse,Wednesday,7:00 am,https://us02web.zoom.us/j/2750858390,Zoom # 2750858390 password 059996,"Big Book,Video,Wednesday",swansober@gmail.com,
Virtual Ducks,Wednesday,7:00 am,https://us02web.zoom.us/j/581433935,"Zoom Passcode, if any: 081596","Audio,Open,Video,Wednesday",virtualducks2021@gmail.com,3126266799
AA in the Morning (aka the Morning Zoo),Wednesday,7:15 am,https://us02web.zoom.us/j/670382735,"Meeting Access Code, if any: zoo","Big Book,Discussion,Open,Video,Wednesday",Zoom247AA@gmail.com,
Eye Openers Online,Wednesday,7:15 am,https://us02web.zoom.us/j/407807130,"Daily open meeting started over a year ago by Eye Openers home group in suburban New Orleans. Wednesdays read and discuss 12&12, topic and discussion all other days.  All are welcome.  Meets for one hour at 7:15am CT every day, indefinitely. No password required, waiting room enabled.  Attendance confirmations provided on request.","Audio,Discussion,Open,Telephone,Video,Wednesday",nolaeyeopeners@gmail.com,3462487799
Serenity Now,Wednesday,7:15 am,https://us02web.zoom.us/u/kehZ8zzolQ,Monday meetings focus on Literature: Reading and discussing from the 12&12 or Big Book. All other days a speaker chooses a topic to be discussed.,"Audio,Big Book,Closed,Discussion,Speaker,Telephone,Video,Wednesday",815SerenityNow@gmail.com,
AA Connection,Wednesday,7:30 am,https://us02web.zoom.us/j/5409152145,Passcode: freedom21,"Closed,Speaker,Video,Wednesday",aaconnection9@gmail.com,
AA Downunder Meeting,Wednesday,7:30 am,http://www.paltalk.com,"We are voice chat room for recovering alcoholics. It is a closed meeting and we have protocols that we follow, When you come in an admin will ask you to id yourself in IM. Please answer them. This way we try to keep it safe. We have over 80 members online and are still growing. Go to www.paltalk.com; get yourself a nic; and then go to health issues click on health then overcoming addictions.  IS THIS AM or PM Meeting?","Chat,Closed,Wednesday",,
AAOnline Global Chat,Wednesday,7:30 am,http://aaonline.org,Learn more about us at: aaonline.org,"Big Book,Chat,Discussion,Open,Speaker,Wednesday",ttsoberalcoholic@aaonline.org,
Attitude Adjustment Group,Wednesday,7:30 am,https://zoom.us/j/688841220,- Saturday: 12 Step discussion,"Audio,Closed,Telephone,Video,Wednesday",crystallakestmarysaa@gmail.com,"13126266799,,688841220#"
"Happy, Joyous and Free",Wednesday,7:30 am,https://us02web.zoom.us/j/2412241212,"+13126266799,,2412241212# US (Chicago)","Audio,Big Book,Discussion,Open,Video,Wednesday",Happyaa164@gmail.com,
Joy of Living,Wednesday,7:30 am,https://us02web.zoom.us/j/6243681507,joyoflifeaa.com,"Audio,Open,Video,Wednesday",,
Morning Meetings,Wednesday,7:30 am,https://us02web.zoom.us/j/88424327155,"Zoom Passcode, if any: email for password - morningmeetings88@gmail.com","Audio,Big Book,Closed,Discussion,Speaker,Telephone,Video,Wednesday",morningmeetings88@gmail.com,"19292056099,,,,88424327155#,,,,,,0#,,508568#"
Never Alone Again,Wednesday,7:30 am,http://www.neveralonegroup.org,"Please visit our website for details about the meeting, links to other meetings and to sign up as a speaker (90 days sobriety requested). We would love to hear from you.","Audio,Closed,Video,Wednesday",neveraloneagaingroup@gmail.com,
Radical Maintenance,Wednesday,7:30 am,,Telephone number 605-475-4821. Pin 757034#,"Audio,Closed,Telephone,Wednesday",Radicalmaintenance@gmail.com,"4254366324,,757034#"
Crack of Dawn Online,Wednesday,7:45 am,https://zoom.us/j/503970381,"Zoom Passcode, if any: dragon","Big Book,Discussion,Open,Speaker,Video,Wednesday",aadragonsden@gmail.com,
Dawn Patrol,Wednesday,7:45 am,https://us02web.zoom.us/j/405000945?pwd=LzB5WmVTWVZvUytLcURTNDllbTlhdz09,"Public Email Contact, if any: aadawnpatrolnm@gmail.com","Audio,Open,Video,Wednesday",aadawnpatrolnm@gmail.com,
Sober Sunrise,Wednesday,7:45 am,https://us04web.zoom.us/j/8417432452,"Zoom Passcode, if any: !Early645!","Big Book,Discussion,Open,Speaker,Video,Wednesday",sobersunrisegroup@gmail.com,
AA Shillong Online Meetings,Wednesday,8:00 am,https://us02web.zoom.us/j/5844564996,Find your local number: https://us02web.zoom.us/u/kc3brUP9L4,"Audio,Open,Video,Wednesday",AAShillongOnlineMeetings@gmail.com,9436309256
Boozers in Bathrobes,Wednesday,8:00 am,https://zoom.us/j/7383769517?pwd=dUhZSGhkalAzNUtCV2FyMXdrWHBuQT09,Pass code 505505,"Audio,Open,Video,Wednesday",boozersinbathrobes@gmail.com,
Daily Reflections with Pride,Wednesday,8:00 am,https://us02web.zoom.us/j/5223786676,"Zoom Passcode, if any: Please email DRwithPride@aol.com by 5pm ET for next day's Meeting Password.","Audio,LGBTQIAA+,Open,Video,Wednesday",DRwithPride@aol.com,
Fight Club AA -- Early Bird Meeting,Wednesday,8:00 am,https://us04web.zoom.us/j/7208952542,"Meeting Access Code, if any: code88","Audio,Discussion,Open,Video,Wednesday",info@aablogger.com,"3107041405,,code88"
Friends of Bill W,Wednesday,8:00 am,http://secondlife.com,"Within Second Life, contact Jubilant Quackenbush (search under people and IM me).","Chat,Game,Open,Wednesday",nodusomnia@yahoo.com,
Get It Together (GIT),Wednesday,8:00 am,https://us02web.zoom.us/j/278857237?pwd=Y3UyNjFkemk2YlJ3YVdYL24zckU0QT09,"Web Site, if any: http://chandleraa.com/","Audio,Discussion,Open,Telephone,Video,Wednesday",admin@chandleraa.com,6699009128
Good Morning God,Wednesday,8:00 am,,Once you have entered the meeting please press *6 to mute yourself. When we announce is sharing time you are welcomed to press *6 to unmute yourself.,"Audio,Open,Wednesday",aamorningstogether@gmail.com,
Hair of The Dog Morning Meditation AA Meeting,Wednesday,8:00 am,https://us02web.zoom.us/j/9681221958,The second Sunday Night of each month we hold our speaker meeting at 7:00pm PST.,"Audio,Discussion,Open,Telephone,Video,Wednesday",whenweretireatnightaa@gmail.com,"13126266799,,,,9681221958#"
Lunch Bunch AA Meeting,Wednesday,8:00 am,https://us04web.zoom.us/j/538019438?pwd=ZythUjhrOFB3T3BHMS9Bd1B5LzBodz09,Zoom Passcode: 192837,"Audio,Open,Speaker,Telephone,Video,Wednesday",staalbans@gmail.com,
Plane of Inspiration,Wednesday,8:00 am,https://us02web.zoom.us/j/7725404263,http://spiritoftheuniverse.info,"Audio,Big Book,Discussion,Open,Video,Wednesday",spiritoftheuniverse7@gmail.com,7052421130
Portland Eye Opener,Wednesday,8:00 am,http://www.portlandeyeopener.com/WebMeetings.html,"We meet every day to stay sober and to facilitate the daily maintenance of our spiritual condition. Please join us at 6:00 a.m. Pacific Time. We have multiple meetings, large and small at different times and with different formats. Please visit our website for more info. http://www.portlandeyeopener.org/WebMeeting/","Open,Video,Wednesday",PortlandEyeOpener@gmail.com,
Tropical open AA MEETING,Wednesday,8:00 am,https://us02web.zoom.us/w/3822872050,"Meeting Access Code, if any: 101253","Discussion,Open,Video,Wednesday",imsobernfree@gmail.com,13126266799
Wake Up,Wednesday,8:00 am,https://us02web.zoom.us/j/82375395998,Passcode: 925387,"Big Book,Discussion,Open,Telephone,Video,Wednesday",wakeupgrouplive@gmail.com,"12532158782,,,,82375395998#"
Worldwide Primary Purpose Group,Wednesday,8:00 am,https://zoom.us/j/759556794?fbclid=IwAR1o3osJ_0e-3MEPtA9-nTVJzN1yH_wQIHTiFe5F3tdH3ippEpArXzFL8SA,"10:00 PM CST  12 & 12 - An in-depth  look at our other text, the 12 & 12","Audio,Closed,Video,Wednesday,Women",wwppg@yahoo.com,
"1 Focus, On Recovery A.A.",Wednesday,8:30 am,https://us02web.zoom.us/j/264492376,"We have a ten minute speaker then the floor is open for participation. No password required, waiting room enabled.","Audio,Discussion,Open,Speaker,Telephone,Video,Wednesday",Focusonrecoveryhumboldt@gmail.com,"16699006833,,,264492376#"
PG & Chill,Wednesday,8:30 am,https://us02web.zoom.us/j/802496652,Password 960328,"Audio,Open,Telephone,Video,Wednesday",superdave1212@mac.com,"16699006833,,802496652"
Rocklin Fellowship 6:30 am Co-Ed Topic Meeting,Wednesday,8:30 am,https://zoom.us/j/607503214,The password for all meetings is Rocklin.,"Discussion,Open,Video,Wednesday",rocklinfwpaa@gmail.com,
Upland California Attitude Adjustment Meeting,Wednesday,8:30 am,https://us02web.zoom.us/j/370763329,We're an open meeting where love and tolerance is our code while adhering to the 12 Traditions.  Out-of-area members are welcome.,"Big Book,Discussion,Open,Telephone,Video,Wednesday",ivrsmorningmeeting@gmail.com,16699006833
Woodland Online Group,Wednesday,8:30 am,https://aawoodland.org/virtual-meetings-woodland,Meeting ID: 250 567 582,"Audio,Big Book,Open,Speaker,Steps / Traditions,Video,Wednesday",woodlandgrouponline@gmail.com,
1 Hole In The Sky AA Meetings: AA Spiritual Discussion,Wednesday,8:45 am,https://zoom.us/j/705311870,Monday to Friday: AA Spiritual Discussion 6:45am PST - Meeting ID: 705-311-870,"Audio,Open,Video,Wednesday",holeinthesky.zoom@gmail.com,
Paragraph Group,Wednesday,8:45 am,https://us04web.zoom.us/j/401614940,"We use Zoom video conferencing, but people can also call-in to the meeting by telephone. The meeting is held 7 days a week from 8:45 am to 9:45 am Central Time. Everyone is welcome to attend! Experience, strength, and hope from Bowling Green, Kentucky","Audio,Discussion,Open,Telephone,Video,Wednesday",susanne.anon.kentucky@gmail.com,"3017158592,,401 614 940"
19th Street Group,Wednesday,9:00 am,https://zoom.us/j/92783661054,Women's Grapevine Meeting,"Audio,Closed,Discussion,Video,Wednesday,Women",treasurer@19thst.org,
7 & Sober,Wednesday,9:00 am,https://us02web.zoom.us/j/198638083?pwd=K1NKWDBwbFVYeFJ1T2NJTDNtSWpEQT09,"Based in Bothell, WA USA","Big Book,Discussion,Open,Video,Wednesday,Young People",7sober@gmail.com,
AA Steps 2 Recovery,Wednesday,9:00 am,http://www.aasteps2recovery.org/,www.aasteps2recovery.org,"Chat,Closed,Discussion,Steps / Traditions,Wednesday",admin@aasteps2recovery.org,
As Bill Sees It,Wednesday,9:00 am,https://us02web.zoom.us/j/ 7926179050,Waiting Room is used/enabled,"Closed,Video,Wednesday",ABSInewcomersCM@gmail.com,
As She Sees It,Wednesday,9:00 am,https://us02web.zoom.us/j/4514784571?pwd=ZEVzZ2FsV3diUzNVRHI2VUozTGd4UT09,"Meeting Access Code, if any: badndabx","Audio,Closed,Discussion,Video,Wednesday,Women",AsSheSeesItBx@gmail.com,
Back of the Book,Wednesday,9:00 am,https://us02web.zoom.us/j/78182777216,"Zoom Passcode, if any: Bill&Bob","Audio,Big Book,Telephone,Video,Wednesday",ashley.beyer@gmail.com,6699006833
Capital City Group,Wednesday,9:00 am,https://zoom.us/j/4864850129,"Zoom Passcode, if any: cc","Big Book,Discussion,Open,Video,Wednesday",capitalcityaa@outlook.com,
Central Eastside Group (Saginaw),Wednesday,9:00 am,http://aavideochat.com,One hour regular meeting,"Audio,Closed,Video,Wednesday",saginawgeorge@gmail.com,
Freedom from Alcohol Group,Wednesday,9:00 am,paltalk://group/3874453,paltalk://group/3874453,"Audio,Open,Wednesday",,
Get up shut up in silent meditation,Wednesday,9:00 am,https://us04web.zoom.us/j/4248226111,"No password required, waiting room enabled.","Open,Video,Wednesday",gusuism@gmail.com,
GUSU 2 Get up Shut Up,Wednesday,9:00 am,https://us02web.zoom.us/j/4248226111,On-Line Meeting link https://us02web.zoom.us/j/4248226111,"Open,Video,Wednesday",gusuism@gmail.com,
Harlem Sober,Wednesday,9:00 am,https://zoom.us/j/246420189,Meeting ID: 246 420 189,"Audio,Closed,Video,Wednesday",District620meeting@gmail.com,
Nameless Bunch of Drunks International,Wednesday,9:00 am,https://us02web.zoom.us/j/95067692981,"We were started by a group of drunks around Seattle, WA in February of 2020.  No password required - waiting room enabled.","Audio,Discussion,Open,Video,Wednesday",,12532158782
Naples Men's Stag,Wednesday,9:00 am,https://us02web.zoom.us/j/8549560860,Tuesday and Sundays BIg Book studies are from the 4th Addition,"Audio,Big Book,Closed,Discussion,Men,Telephone,Video,Wednesday",Naplesmen@gmail.com,
Salerno Beach Head Crew,Wednesday,9:00 am,https://us02web.zoom.us/j/6720988037?pwd=Q0VZMS8rdlVGbFZnU252RTV3NGpwQT09,Password: 889464,"Big Book,Discussion,Open,Speaker,Video,Wednesday",salernobeachhead10am@gmail.com,
Serenity Circle,Wednesday,9:00 am,https://us04web.zoom.us/j/904646389,"Location: We originate from Temecula, California (in SoCal)","Audio,Open,Video,Wednesday",,
Sober Women United,Wednesday,9:00 am,,"We are a fellowship of women who meet Monday, Wednesday, and Friday at 9:30 am EST. Our format includes 10 minutes of meditation followed by discussion of readings from either Daily Reflections, the Big Book, 12 & 12, other AA approved literature, The 24 Hour and Day Book, and topics. Call (605) 313-5974, Access Code 569562#","Audio,Closed,Telephone,Wednesday,Women",soberwomenunited@gmail.com,"6053135974,,569562#"
SPIRIT of the Universe ~,Wednesday,9:00 am,https://us02web.zoom.us/j/7725404263,"Zoom Passcode, if any: 123123","Big Book,Discussion,Speaker,Video,Wednesday",spiritoftheuniverse7@gmail.com,7052421130
The Awakenings Group,Wednesday,9:00 am,https://us02web.zoom.us/j/5406455899,"Zoom Passcode, if any: 449417","Big Book,Open,Video,Wednesday",awakenings9am@gmail.com,
Wake Up World Wide,Wednesday,9:00 am,http://zoom.us/j/4830135601,Password: 1111111,"Audio,Open,Video,Wednesday",,
Waldport- Easy Does It,Wednesday,9:00 am,https://us02web.zoom.us/j/483748921,Open discussion,"Discussion,Open,Video,Wednesday",plantsaremylife@outlook.com,
Agneswater Literature Study 12.30 am Daily,Wednesday,9:30 am,https://us02web.zoom.us/j/8983968244?pwd=bWc4eTlHV3RDVnZsdUdTVitadVc0QT09,"Zoom Passcode, if any: billw","Audio,Big Book,Discussion,Open,Video,Wednesday",jlynch1967@hotmail.com,0435256092
Recovery Journey,Wednesday,9:30 am,http://secondlife.com/,barbara.j.knight@gmail.com,"Chat,Game,Open,Wednesday",barbara.j.knight@gmail.com,
Start Your Day Right,Wednesday,9:30 am,https://us04web.zoom.us/s/634162817,The in person meeting has resumed at the Vet Center in Santa Barbara.,"Audio,Open,Video,Wednesday",sydr.sbaa@gmail.com,
AMAA (a.m. AA),Wednesday,10:00 am,https://us02web.zoom.us/j/223055650?pwd=bFlNNHFiamZ5WCsrY0QyMFUrS0FlUT09,,"Open,Video,Wednesday",,
An Alcoholic Like Me,Wednesday,10:00 am,,the AA Big Book and share. Passcode 306633#,"Big Book,Closed,Discussion,Telephone,Wednesday",,6053134434
Eastern Connecticut Sober Friends Morning,Wednesday,10:00 am,https://us02web.zoom.us/j/726895753,"A daily Zoom meeting that reads and shares about the Daily Reflection. Open to all; everyone is welcome to attend. Meets at 11am EST daily, 7days a week, 1hr. No Password required; Waiting Room enabled","Open,Video,Wednesday",easternctsoberfriends@gmail.com,
Put A Little Gratitude In Your Atttitude: Rotating Step / Speaker Meeting,Wednesday,10:00 am,https://us02web.zoom.us/j/820704579,Please email for Passcode. We meet everyday at 11AM EST / 8AM PST,"Chat,LGBTQIAA+,Speaker,Video,Wednesday",gratitude.attitude.group@gmail.com,
TRANS Everywhere,Wednesday,10:00 am,https://zoom.us/j/5681212301,"Web Site, if any: https://transmeetingnyc.mailchimpsites.com/","Chat,Closed,LGBTQIAA+,Telephone,Video,Wednesday",transaagroupnyc@gmail.com,19292056099
We stand together AA Big Book,Wednesday,10:00 am,https://aaa-197.my.webex.com/aaa-197.my/j.php?MTID=md500d1c919e91a16499ea6089e10ca4e,We meet for 1 hour Monday through Saturday 11am we take turns reading from the big book for the first 30 minutes  then we open up the meeting for shares about what we read or what we are experiencing in our sobriety.  We use webex for the virtual meetings.,"Audio,Big Book,Closed,Video,Wednesday",aawestandtogether@gmail.com,14156550001
What's Great?!,Wednesday,10:00 am,https://us02web.zoom.us/j/865805045,"Public Email Contact, if any: anon4zoom@gmail.com","Audio,Closed,Video,Wednesday,Women",anon4zoom@gmail.com,
DR North Coast Wed. Discussion,Wednesday,10:30 am,https://zoom.us/j/859443748,"Zoom Passcode, if any: AAZoom123","Audio,Big Book,Closed,Video,Wednesday",drnorthcoast@yahoo.com,
Global Ladies AA Meeting,Wednesday,10:30 am,,Password: 2020aa,"Audio,Open,Video,Wednesday,Women",GlobalLadiesAAMeeting@gmail.com,
Global Men's Meditation,Wednesday,10:30 am,https://us02web.zoom.us/j/117348350?pwd=aC8wd0tadTlpTVpQQWFMWVZ1OU1odz09,Public Email Contact: kkcbmeetings@gmail.com,"Audio,Closed,Men,Video,Wednesday",globalmensmeditation@gmail.com,
Just Before Noon,Wednesday,10:30 am,https://us02web.zoom.us/j/78774014658,●    Friday- Open Celebration Meeting,"Big Book,Discussion,Open,Speaker,Video,Wednesday",justbeforenoon@gmail.com,
Sioux Falls Southside,Wednesday,10:30 am,https://zoom.us/j/631656365,"Public Email Contact, if any: harleymom10000@gmail.com","Big Book,Closed,Seniors,Video,Wednesday",harleymom10000@gmail.com,
@12noon Key West AA Meeting,Wednesday,11:00 am,https://us02web.zoom.us/j/87881197485?pwd=bWRMZVIzNXk0SDhYVmNCTjdBZ2hFQT09,Find your local number: https://us02web.zoom.us/u/kyg0gsOXj,"Audio,Closed,Telephone,Video,Wednesday",kw12noongroup@gmail.com,"13017158592,,164662"
"1 Online 12 Step Recovery AA Newcomer Open Share 
(No Rules - Just Our Primary Purpose)",Wednesday,11:00 am,https://zoom.com/j/3117908992,PASSWORD IS 13 IF REQUIRED,"Audio,Discussion,Open,Video,Wednesday",online12steprecovery.com@gmail.com,
164 and Beyond - Online Meeting,Wednesday,11:00 am,https://zoom.us/j/6775677559,Zoom Meeting ID: 677 567 7559,"Closed,Video,Wednesday",remotecommunities40@gmail.com,
"1AA No Rules, Just Our Primary Purpose (Noon)",Wednesday,11:00 am,https://zoom.us/j/3117908992,Password: 13,"Audio,Open,Telephone,Video,Wednesday",casdorphd@gmail.com,"13462487799,,,,311790 8992#"
